Date,Price,Open,High,Low,Change
10/02/2003,"4,732.80","4,713.70","4,733.10","4,677.10",0.41%
07/02/2003,"4,713.70","4,757.30","4,788.20","4,702.00",-0.92%
06/02/2003,"4,757.30","4,807.90","4,807.90","4,742.90",-1.05%
05/02/2003,"4,807.90","4,824.50","4,882.50","4,803.40",-0.34%
04/02/2003,"4,824.50","4,884.80","4,884.80","4,791.50",-1.23%
03/02/2003,"4,884.80","4,868.70","4,903.30","4,868.70",0.33%
31/01/2003,"4,868.70","4,784.40","4,874.40","4,769.80",1.76%
30/01/2003,"4,784.40","4,866.00","4,873.10","4,781.00",-1.68%
29/01/2003,"4,866.00","4,841.00","4,885.60","4,780.60",0.52%
28/01/2003,"4,841.00","4,787.00","4,847.10","4,786.90",1.13%
27/01/2003,"4,787.00","4,880.20","4,880.20","4,772.30",-1.91%
24/01/2003,"4,880.20","4,995.70","4,995.70","4,874.00",-2.31%
23/01/2003,"4,995.70","4,963.00","5,006.90","4,956.40",0.66%
22/01/2003,"4,963.00","5,016.30","5,016.30","4,959.20",-1.06%
21/01/2003,"5,016.30","5,108.50","5,111.90","5,016.30",-1.80%
17/01/2003,"5,108.50","5,165.30","5,165.30","5,094.70",-1.10%
16/01/2003,"5,165.30","5,171.40","5,205.40","5,153.70",-0.12%
15/01/2003,"5,171.40","5,233.70","5,235.20","5,163.70",-1.19%
14/01/2003,"5,233.70","5,209.20","5,233.70","5,191.00",0.47%
13/01/2003,"5,209.20","5,209.80","5,245.70","5,188.80",-0.01%
10/01/2003,"5,209.80","5,210.00","5,232.20","5,165.80",-0.01%
09/01/2003,"5,210.30","5,124.20","5,211.40","5,124.20",1.68%
08/01/2003,"5,124.20","5,124.20","5,124.20","5,124.20",-1.21%
07/01/2003,"5,186.90","5,186.90","5,186.90","5,186.90",-1.30%
06/01/2003,"5,255.40","5,255.40","5,255.40","5,255.40",2.08%
03/01/2003,"5,148.40","5,148.40","5,148.40","5,148.40",0.05%
02/01/2003,"5,146.00","5,146.00","5,146.00","5,146.00",2.92%
31/12/2002,"5,000.00","5,000.00","5,000.00","5,000.00",0.28%
30/12/2002,"4,986.10","4,986.10","4,986.10","4,986.10",0.57%
27/12/2002,"4,958.00","4,958.00","4,958.00","4,958.00",-1.56%
26/12/2002,"5,036.60","5,036.60","5,036.60","5,036.60",-0.15%
24/12/2002,"5,044.30","5,044.30","5,044.30","5,044.30",-0.46%
23/12/2002,"5,067.70","5,067.70","5,067.70","5,067.70",0.01%
20/12/2002,"5,067.10","5,067.10","5,067.10","5,067.10",1.31%
19/12/2002,"5,001.40","5,001.40","5,001.40","5,001.40",-0.73%
18/12/2002,"5,038.00","5,038.00","5,038.00","5,038.00",-1.11%
17/12/2002,"5,094.70","5,094.70","5,094.70","5,094.70",-0.84%
16/12/2002,"5,138.10","5,138.10","5,138.10","5,138.10",2.05%
13/12/2002,"5,035.10","5,035.10","5,035.10","5,035.10",-1.02%
12/12/2002,"5,086.90","5,086.90","5,086.90","5,086.90",-0.36%
11/12/2002,"5,105.20","5,105.20","5,105.20","5,105.20",0.01%
10/12/2002,"5,104.70","5,104.70","5,104.70","5,104.70",1.27%
09/12/2002,"5,040.70","5,040.70","5,040.70","5,040.70",-1.78%
06/12/2002,"5,131.90","5,131.90","5,131.90","5,131.90",0.53%
05/12/2002,"5,104.80","5,104.80","5,104.80","5,104.80",-0.98%
04/12/2002,"5,155.40","5,155.40","5,155.40","5,155.40",-0.18%
03/12/2002,"5,164.60","5,164.60","5,164.60","5,164.60",-1.24%
02/12/2002,"5,229.70","5,229.70","5,229.70","5,229.70",-0.14%
29/11/2002,"5,236.90","5,236.90","5,236.90","5,236.90",-0.20%
27/11/2002,"5,247.60","5,247.60","5,247.60","5,247.60",2.67%
26/11/2002,"5,111.30","5,111.30","5,111.30","5,111.30",-1.87%
25/11/2002,"5,208.80","5,208.80","5,208.80","5,208.80",0.20%
22/11/2002,"5,198.40","5,198.40","5,198.40","5,198.40",-0.30%
21/11/2002,"5,214.10","5,214.10","5,214.10","5,214.10",1.79%
20/11/2002,"5,122.20","5,122.20","5,122.20","5,122.20",1.53%
19/11/2002,"5,044.80","5,044.80","5,044.80","5,044.80",-0.25%
18/11/2002,"5,057.20","5,057.20","5,057.20","5,057.20",-0.84%
15/11/2002,"5,100.10","5,100.10","5,100.10","5,100.10",0.76%
14/11/2002,"5,061.60","5,061.60","5,061.60","5,061.60",2.09%
13/11/2002,"4,958.00","4,958.00","4,958.00","4,958.00",-0.27%
12/11/2002,"4,971.40","4,971.40","4,971.40","4,971.40",0.47%
11/11/2002,"4,948.00","4,948.00","4,948.00","4,948.00",-1.83%
08/11/2002,"5,040.10","5,040.10","5,040.10","5,040.10",-0.78%
07/11/2002,"5,079.50","5,079.50","5,079.50","5,079.50",-1.98%
06/11/2002,"5,182.30","5,182.30","5,182.30","5,182.30",0.89%
05/11/2002,"5,136.70","5,136.70","5,136.70","5,136.70",0.74%
04/11/2002,"5,098.90","5,098.90","5,098.90","5,098.90",0.38%
01/11/2002,"5,079.70","5,079.70","5,079.70","5,079.70",1.59%
31/10/2002,"5,000.30","5,000.30","5,000.30","5,000.30",-0.54%
30/10/2002,"5,027.30","5,027.30","5,027.30","5,027.30",0.84%
29/10/2002,"4,985.40","4,985.40","4,985.40","4,985.40",-0.86%
28/10/2002,"5,028.60","5,028.60","5,028.60","5,028.60",-0.75%
25/10/2002,"5,066.40","5,066.40","5,066.40","5,066.40",1.47%
24/10/2002,"4,993.10","4,993.10","4,993.10","4,993.10",-1.30%
23/10/2002,"5,059.00","5,059.00","5,059.00","5,059.00",0.44%
22/10/2002,"5,036.80","5,036.80","5,036.80","5,036.80",-1.11%
21/10/2002,"5,093.30","5,093.30","5,093.30","5,093.30",1.64%
18/10/2002,"5,011.30","5,011.30","5,011.30","5,011.30",0.32%
17/10/2002,"4,995.20","4,995.20","4,995.20","4,995.20",2.19%
16/10/2002,"4,888.30","4,888.30","4,888.30","4,888.30",-2.09%
15/10/2002,"4,992.80","4,992.80","4,992.80","4,992.80",4.32%
14/10/2002,"4,786.00","4,786.00","4,786.00","4,786.00",0.66%
11/10/2002,"4,754.70","4,754.70","4,754.70","4,754.70",3.57%
10/10/2002,"4,590.80","4,590.80","4,590.80","4,590.80",3.11%
09/10/2002,"4,452.50","4,452.50","4,452.50","4,452.50",-3.02%
08/10/2002,"4,591.30","4,591.30","4,591.30","4,591.30",1.55%
07/10/2002,"4,521.20","4,521.20","4,521.20","4,521.20",-2.00%
04/10/2002,"4,613.40","4,613.40","4,613.40","4,613.40",-2.23%
03/10/2002,"4,718.40","4,718.40","4,718.40","4,718.40",-0.92%
02/10/2002,"4,762.10","4,762.10","4,762.10","4,762.10",-2.29%
01/10/2002,"4,873.80","4,873.80","4,873.80","4,873.80",3.48%
30/09/2002,"4,710.00","4,710.00","4,710.00","4,710.00",-1.06%
27/09/2002,"4,760.60","4,760.60","4,760.60","4,760.60",-3.14%
26/09/2002,"4,914.70","4,914.70","4,914.70","4,914.70",2.14%
25/09/2002,"4,811.90","4,811.90","4,811.90","4,811.90",2.18%
24/09/2002,"4,709.30","4,709.30","4,709.30","4,709.30",-1.85%
23/09/2002,"4,798.10","4,798.10","4,798.10","4,798.10",-1.13%
20/09/2002,"4,853.00","4,853.00","4,853.00","4,853.00",0.21%
19/09/2002,"4,842.70","4,842.70","4,842.70","4,842.70",-2.90%
18/09/2002,"4,987.50","4,987.50","4,987.50","4,987.50",-0.47%
17/09/2002,"5,011.00","5,011.00","5,011.00","5,011.00",-1.99%
16/09/2002,"5,112.90","5,112.90","5,112.90","5,112.90",0.25%
13/09/2002,"5,100.20","5,100.20","5,100.20","5,100.20",0.21%
12/09/2002,"5,089.60","5,089.60","5,089.60","5,089.60",-2.23%
11/09/2002,"5,205.80","5,205.80","5,205.80","5,205.80",0.11%
10/09/2002,"5,200.10","5,200.10","5,200.10","5,200.10",0.54%
09/09/2002,"5,172.00","5,172.00","5,172.00","5,172.00",0.93%
06/09/2002,"5,124.40","5,124.40","5,124.40","5,124.40",1.38%
05/09/2002,"5,054.60","5,054.60","5,054.60","5,054.60",-1.24%
04/09/2002,"5,118.00","5,118.00","5,118.00","5,118.00",1.62%
03/09/2002,"5,036.60","5,036.60","5,036.60","5,036.60",-3.88%
30/08/2002,"5,239.80","5,239.80","5,239.80","5,239.80",0.07%
29/08/2002,"5,236.10","5,236.10","5,236.10","5,236.10",-0.13%
28/08/2002,"5,243.10","5,243.10","5,243.10","5,243.10",-1.65%
27/08/2002,"5,330.90","5,330.90","5,330.90","5,330.90",-1.07%
26/08/2002,"5,388.50","5,388.50","5,388.50","5,388.50",0.84%
23/08/2002,"5,343.40","5,343.40","5,343.40","5,343.40",-2.00%
22/08/2002,"5,452.40","5,452.40","5,452.40","5,452.40",1.35%
21/08/2002,"5,379.70","5,379.70","5,379.70","5,379.70",1.12%
20/08/2002,"5,320.00","5,320.00","5,320.00","5,320.00",-1.22%
19/08/2002,"5,385.70","5,385.70","5,385.70","5,385.70",2.04%
16/08/2002,"5,278.10","5,278.10","5,278.10","5,278.10",-0.17%
15/08/2002,"5,287.10","5,287.10","5,287.10","5,287.10",1.22%
14/08/2002,"5,223.30","5,223.30","5,223.30","5,223.30",3.27%
13/08/2002,"5,057.80","5,057.80","5,057.80","5,057.80",-1.94%
12/08/2002,"5,157.90","5,157.90","5,157.90","5,157.90",-0.54%
09/08/2002,"5,185.70","5,185.70","5,185.70","5,185.70",0.50%
08/08/2002,"5,160.10","5,160.10","5,160.10","5,160.10",3.06%
07/08/2002,"5,007.10","5,007.10","5,007.10","5,007.10",1.74%
06/08/2002,"4,921.30","4,921.30","4,921.30","4,921.30",2.67%
05/08/2002,"4,793.20","4,793.20","4,793.20","4,793.20",-3.26%
02/08/2002,"4,954.60","4,954.60","4,954.60","4,954.60",-2.24%
01/08/2002,"5,067.90","5,067.90","5,067.90","5,067.90",-2.46%
31/07/2002,"5,195.60","5,195.60","5,195.60","5,195.60",1.03%
30/07/2002,"5,142.50","5,142.50","5,142.50","5,142.50",0.34%
29/07/2002,"5,125.20","5,125.20","5,125.20","5,125.20",5.18%
26/07/2002,"4,872.80","4,872.80","4,872.80","4,872.80",1.43%
25/07/2002,"4,804.30","4,804.30","4,804.30","4,804.30",0.27%
24/07/2002,"4,791.50","4,791.50","4,791.50","4,791.50",5.31%
23/07/2002,"4,549.70","4,549.70","4,549.70","4,549.70",-2.50%
22/07/2002,"4,666.50","4,666.50","4,666.50","4,666.50",-3.15%
19/07/2002,"4,818.10","4,818.10","4,818.10","4,818.10",-3.53%
18/07/2002,"4,994.30","4,994.30","4,994.30","4,994.30",-2.48%
17/07/2002,"5,121.30","5,121.30","5,121.30","5,121.30",0.40%
16/07/2002,"5,101.00","5,101.00","5,101.00","5,101.00",-1.69%
15/07/2002,"5,188.90","5,188.90","5,188.90","5,188.90",-0.75%
12/07/2002,"5,228.10","5,228.10","5,228.10","5,228.10",-0.66%
11/07/2002,"5,262.60","5,262.60","5,262.60","5,262.60",0.15%
10/07/2002,"5,254.50","5,254.50","5,254.50","5,254.50",-3.12%
09/07/2002,"5,423.60","5,423.60","5,423.60","5,423.60",-2.36%
08/07/2002,"5,554.60","5,554.60","5,554.60","5,554.60",-0.79%
05/07/2002,"5,598.70","5,598.70","5,598.70","5,598.70",3.17%
03/07/2002,"5,426.90","5,426.90","5,426.90","5,426.90",0.07%
02/07/2002,"5,423.10","5,423.10","5,423.10","5,423.10",-2.03%
01/07/2002,"5,535.20","5,535.20","5,535.20","5,535.20",-1.80%
28/06/2002,"5,636.50","5,636.50","5,636.50","5,636.50",0.17%
27/06/2002,"5,626.90","5,626.90","5,626.90","5,626.90",1.51%
26/06/2002,"5,543.30","5,543.30","5,543.30","5,543.30",-0.45%
25/06/2002,"5,568.60","5,568.60","5,568.60","5,568.60",-1.36%
24/06/2002,"5,645.40","5,645.40","5,645.40","5,645.40",-0.08%
21/06/2002,"5,650.10","5,650.10","5,650.10","5,650.10",-1.46%
20/06/2002,"5,734.10","5,734.10","5,734.10","5,734.10",-1.10%
19/06/2002,"5,797.80","5,797.80","5,797.80","5,797.80",-1.24%
18/06/2002,"5,870.50","5,870.50","5,870.50","5,870.50",0.18%
17/06/2002,"5,859.90","5,859.90","5,859.90","5,859.90",2.58%
14/06/2002,"5,712.50","5,712.50","5,712.50","5,712.50",-0.24%
13/06/2002,"5,726.10","5,726.10","5,726.10","5,726.10",-0.92%
12/06/2002,"5,779.20","5,779.20","5,779.20","5,779.20",0.24%
11/06/2002,"5,765.50","5,765.50","5,765.50","5,765.50",-1.47%
10/06/2002,"5,851.40","5,851.40","5,851.40","5,851.40",0.33%
07/06/2002,"5,832.10","5,832.10","5,832.10","5,832.10",0.28%
06/06/2002,"5,816.10","5,816.10","5,816.10","5,816.10",-1.77%
05/06/2002,"5,920.90","5,920.90","5,920.90","5,920.90",0.71%
04/06/2002,"5,879.00","5,879.00","5,879.00","5,879.00",-0.39%
03/06/2002,"5,901.80","5,901.80","5,901.80","5,901.80",-2.21%
31/05/2002,"6,035.30","6,035.30","6,035.30","6,035.30",0.52%
30/05/2002,"6,003.80","6,003.80","6,003.80","6,003.80",-0.44%
29/05/2002,"6,030.20","6,030.20","6,030.20","6,030.20",-0.40%
28/05/2002,"6,054.30","6,054.30","6,054.30","6,054.30",-0.79%
24/05/2002,"6,102.70","6,102.70","6,102.70","6,102.70",-0.89%
23/05/2002,"6,157.20","6,157.20","6,157.20","6,157.20",0.92%
22/05/2002,"6,100.80","6,100.80","6,100.80","6,100.80",0.33%
21/05/2002,"6,080.70","6,080.70","6,080.70","6,080.70",-0.89%
20/05/2002,"6,135.10","6,135.10","6,135.10","6,135.10",-0.95%
17/05/2002,"6,193.90","6,193.90","6,193.90","6,193.90",0.71%
16/05/2002,"6,150.50","6,150.50","6,150.50","6,150.50",0.37%
15/05/2002,"6,127.90","6,127.90","6,127.90","6,127.90",-0.54%
14/05/2002,"6,160.90","6,160.90","6,160.90","6,160.90",1.65%
13/05/2002,"6,060.60","6,060.60","6,060.60","6,060.60",1.32%
10/05/2002,"5,981.90","5,981.90","5,981.90","5,981.90",-1.22%
09/05/2002,"6,055.80","6,055.80","6,055.80","6,055.80",-1.12%
08/05/2002,"6,124.50","6,124.50","6,124.50","6,124.50",2.45%
07/05/2002,"5,977.90","5,977.90","5,977.90","5,977.90",-0.41%
06/05/2002,"6,002.50","6,002.50","6,002.50","6,002.50",-1.75%
03/05/2002,"6,109.40","6,109.40","6,109.40","6,109.40",-0.66%
02/05/2002,"6,150.20","6,150.20","6,150.20","6,150.20",0.22%
01/05/2002,"6,136.50","6,136.50","6,136.50","6,136.50",1.08%
30/04/2002,"6,071.20","6,071.20","6,071.20","6,071.20",1.01%
29/04/2002,"6,010.40","6,010.40","6,010.40","6,010.40",-1.03%
26/04/2002,"6,072.70","6,072.70","6,072.70","6,072.70",-0.97%
25/04/2002,"6,132.40","6,132.40","6,132.40","6,132.40",-0.20%
24/04/2002,"6,144.70","6,144.70","6,144.70","6,144.70",-0.54%
23/04/2002,"6,178.20","6,178.20","6,178.20","6,178.20",-0.30%
22/04/2002,"6,196.70","6,196.70","6,196.70","6,196.70",-1.30%
19/04/2002,"6,278.50","6,278.50","6,278.50","6,278.50",0.14%
18/04/2002,"6,269.70","6,269.70","6,269.70","6,269.70",-0.09%
17/04/2002,"6,275.30","6,275.30","6,275.30","6,275.30",-0.21%
16/04/2002,"6,288.50","6,288.50","6,288.50","6,288.50",1.86%
15/04/2002,"6,173.50","6,173.50","6,173.50","6,173.50",-0.71%
12/04/2002,"6,217.40","6,217.40","6,217.40","6,217.40",0.59%
11/04/2002,"6,181.20","6,181.20","6,181.20","6,181.20",-2.13%
10/04/2002,"6,315.90","6,315.90","6,315.90","6,315.90",1.10%
09/04/2002,"6,247.40","6,247.40","6,247.40","6,247.40",-0.13%
08/04/2002,"6,255.80","6,255.80","6,255.80","6,255.80",0.15%
05/04/2002,"6,246.50","6,246.50","6,246.50","6,246.50",-0.04%
04/04/2002,"6,249.20","6,249.20","6,249.20","6,249.20",0.06%
03/04/2002,"6,245.70","6,245.70","6,245.70","6,245.70",-0.95%
02/04/2002,"6,305.30","6,305.30","6,305.30","6,305.30",-0.34%
01/04/2002,"6,327.10","6,327.10","6,327.10","6,327.10",-0.34%
28/03/2002,"6,348.80","6,348.80","6,348.80","6,348.80",0.10%
27/03/2002,"6,342.60","6,342.60","6,342.60","6,342.60",0.70%
26/03/2002,"6,298.60","6,298.60","6,298.60","6,298.60",0.55%
25/03/2002,"6,264.20","6,264.20","6,264.20","6,264.20",-1.28%
22/03/2002,"6,345.20","6,345.20","6,345.20","6,345.20",-0.29%
21/03/2002,"6,363.50","6,363.50","6,363.50","6,363.50",-0.09%
20/03/2002,"6,369.30","6,369.30","6,369.30","6,369.30",-1.17%
19/03/2002,"6,445.00","6,445.00","6,445.00","6,445.00",0.38%
18/03/2002,"6,420.80","6,420.80","6,420.80","6,420.80",0.02%
15/03/2002,"6,419.60","6,419.60","6,419.60","6,419.60",1.05%
14/03/2002,"6,352.70","6,352.70","6,352.70","6,352.70",0.07%
13/03/2002,"6,348.40","6,348.40","6,348.40","6,348.40",-0.70%
12/03/2002,"6,393.00","6,393.00","6,393.00","6,393.00",0.06%
11/03/2002,"6,388.90","6,388.90","6,388.90","6,388.90",0.35%
08/03/2002,"6,366.40","6,366.40","6,366.40","6,366.40",0.20%
07/03/2002,"6,353.80","6,353.80","6,353.80","6,353.80",-0.37%
06/03/2002,"6,377.10","6,377.10","6,377.10","6,377.10",1.43%
05/03/2002,"6,287.20","6,287.20","6,287.20","6,287.20",-0.72%
04/03/2002,"6,332.50","6,332.50","6,332.50","6,332.50",1.74%
01/03/2002,"6,224.00","6,224.00","6,224.00","6,224.00",1.73%
28/02/2002,"6,118.00","6,118.00","6,118.00","6,118.00",-0.10%
27/02/2002,"6,124.30","6,124.30","6,124.30","6,124.30",0.32%
26/02/2002,"6,104.60","6,104.60","6,104.60","6,104.60",0.17%
25/02/2002,"6,094.30","6,094.30","6,094.30","6,094.30",1.42%
22/02/2002,"6,008.80","6,008.80","6,008.80","6,008.80",0.83%
21/02/2002,"5,959.10","5,959.10","5,959.10","5,959.10",-0.98%
20/02/2002,"6,017.90","6,017.90","6,017.90","6,017.90",1.26%
19/02/2002,"5,943.30","5,943.30","5,943.30","5,943.30",-1.60%
15/02/2002,"6,040.20","6,040.20","6,040.20","6,040.20",-0.77%
14/02/2002,"6,086.90","6,086.90","6,086.90","6,086.90",-0.07%
13/02/2002,"6,091.40","6,091.40","6,091.40","6,091.40",0.81%
12/02/2002,"6,042.70","6,042.70","6,042.70","6,042.70",-0.21%
11/02/2002,"6,055.40","6,055.40","6,055.40","6,055.40",1.30%
08/02/2002,"5,977.80","5,977.80","5,977.80","5,977.80",1.41%
07/02/2002,"5,894.80","5,894.80","5,894.80","5,894.80",-0.06%
06/02/2002,"5,898.10","5,898.10","5,898.10","5,898.10",-0.50%
05/02/2002,"5,927.60","5,927.60","5,927.60","5,927.60",-0.36%
04/02/2002,"5,949.20","5,949.20","5,949.20","5,949.20",-2.28%
01/02/2002,"6,087.90","6,087.90","6,087.90","6,087.90",-0.47%
31/01/2002,"6,116.90","6,116.90","6,116.90","6,116.90",1.40%
30/01/2002,"6,032.70","6,032.70","6,032.70","6,032.70",0.99%
29/01/2002,"5,973.40","5,973.40","5,973.40","5,973.40",-2.54%
28/01/2002,"6,128.90","6,128.90","6,128.90","6,128.90",-0.08%
25/01/2002,"6,133.80","6,133.80","6,133.80","6,133.80",0.20%
24/01/2002,"6,121.30","6,121.30","6,121.30","6,121.30",0.22%
23/01/2002,"6,107.60","6,107.60","6,107.60","6,107.60",0.58%
22/01/2002,"6,072.20","6,072.20","6,072.20","6,072.20",-0.33%
18/01/2002,"6,092.50","6,092.50","6,092.50","6,092.50",-0.53%
17/01/2002,"6,124.90","6,124.90","6,124.90","6,124.90",0.71%
16/01/2002,"6,081.60","6,081.60","6,081.60","6,081.60",-1.28%
15/01/2002,"6,160.60","6,160.60","6,160.60","6,160.60",0.62%
14/01/2002,"6,122.60","6,122.60","6,122.60","6,122.60",-0.62%
11/01/2002,"6,161.00","6,161.00","6,161.00","6,161.00",-0.80%
10/01/2002,"6,210.90","6,210.90","6,210.90","6,210.90",0.06%
09/01/2002,"6,207.40","6,207.40","6,207.40","6,207.40",-0.45%
08/01/2002,"6,235.40","6,235.40","6,235.40","6,235.40",-0.58%
07/01/2002,"6,271.80","6,271.80","6,271.80","6,271.80",-0.57%
04/01/2002,"6,308.00","6,308.00","6,308.00","6,308.00",0.67%
03/01/2002,"6,266.30","6,266.30","6,266.30","6,266.30",0.35%
02/01/2002,"6,244.20","6,244.20","6,244.20","6,244.20",0.13%
31/12/2001,"6,236.40","6,236.40","6,236.40","6,236.40",-0.77%
28/12/2001,"6,284.80","6,284.80","6,284.80","6,284.80",0.39%
27/12/2001,"6,260.50","6,260.50","6,260.50","6,260.50",0.59%
26/12/2001,"6,224.00","6,224.00","6,224.00","6,224.00",0.44%
24/12/2001,"6,196.70","6,196.70","6,196.70","6,196.70",0.06%
21/12/2001,"6,193.00","6,193.00","6,193.00","6,193.00",0.42%
20/12/2001,"6,167.20","6,167.20","6,167.20","6,167.20",-0.32%
19/12/2001,"6,186.90","6,186.90","6,186.90","6,186.90",0.79%
18/12/2001,"6,138.70","6,138.70","6,138.70","6,138.70",0.82%
17/12/2001,"6,088.90","6,088.90","6,088.90","6,088.90",0.82%
14/12/2001,"6,039.20","6,039.20","6,039.20","6,039.20",0.33%
13/12/2001,"6,019.30","6,019.30","6,019.30","6,019.30",-1.06%
12/12/2001,"6,084.00","6,084.00","6,084.00","6,084.00",-0.12%
11/12/2001,"6,091.60","6,091.60","6,091.60","6,091.60",-0.37%
10/12/2001,"6,114.30","6,114.30","6,114.30","6,114.30",-1.52%
07/12/2001,"6,208.80","6,208.80","6,208.80","6,208.80",-0.45%
06/12/2001,"6,236.90","6,236.90","6,236.90","6,236.90",-0.25%
05/12/2001,"6,252.50","6,252.50","6,252.50","6,252.50",1.75%
04/12/2001,"6,145.00","6,145.00","6,145.00","6,145.00",1.02%
03/12/2001,"6,083.00","6,083.00","6,083.00","6,083.00",-0.69%
30/11/2001,"6,125.00","6,125.00","6,125.00","6,125.00",-0.08%
29/11/2001,"6,130.10","6,130.10","6,130.10","6,130.10",0.79%
28/11/2001,"6,082.00","6,082.00","6,082.00","6,082.00",-1.60%
27/11/2001,"6,181.20","6,181.20","6,181.20","6,181.20",-0.62%
26/11/2001,"6,219.80","6,219.80","6,219.80","6,219.80",0.41%
23/11/2001,"6,194.30","6,194.30","6,194.30","6,194.30",1.08%
21/11/2001,"6,128.10","6,128.10","6,128.10","6,128.10",-0.47%
20/11/2001,"6,157.30","6,157.30","6,157.30","6,157.30",-0.34%
19/11/2001,"6,178.10","6,178.10","6,178.10","6,178.10",0.94%
16/11/2001,"6,120.40","6,120.40","6,120.40","6,120.40",-0.16%
15/11/2001,"6,130.50","6,130.50","6,130.50","6,130.50",0.05%
14/11/2001,"6,127.30","6,127.30","6,127.30","6,127.30",0.20%
13/11/2001,"6,114.90","6,114.90","6,114.90","6,114.90",1.62%
12/11/2001,"6,017.70","6,017.70","6,017.70","6,017.70",-0.26%
09/11/2001,"6,033.50","6,033.50","6,033.50","6,033.50",0.09%
08/11/2001,"6,027.80","6,027.80","6,027.80","6,027.80",0.28%
07/11/2001,"6,010.90","6,010.90","6,010.90","6,010.90",-0.32%
06/11/2001,"6,030.10","6,030.10","6,030.10","6,030.10",1.15%
05/11/2001,"5,961.40","5,961.40","5,961.40","5,961.40",1.11%
02/11/2001,"5,895.90","5,895.90","5,895.90","5,895.90",0.29%
01/11/2001,"5,878.60","5,878.60","5,878.60","5,878.60",1.76%
31/10/2001,"5,776.90","5,776.90","5,776.90","5,776.90",-0.07%
30/10/2001,"5,781.10","5,781.10","5,781.10","5,781.10",-1.64%
29/10/2001,"5,877.40","5,877.40","5,877.40","5,877.40",-1.89%
26/10/2001,"5,990.90","5,990.90","5,990.90","5,990.90",0.64%
25/10/2001,"5,952.60","5,952.60","5,952.60","5,952.60",1.06%
24/10/2001,"5,890.40","5,890.40","5,890.40","5,890.40",-0.28%
23/10/2001,"5,906.80","5,906.80","5,906.80","5,906.80",-0.50%
22/10/2001,"5,936.60","5,936.60","5,936.60","5,936.60",1.29%
19/10/2001,"5,861.20","5,861.20","5,861.20","5,861.20",0.38%
18/10/2001,"5,839.10","5,839.10","5,839.10","5,839.10",-1.02%
17/10/2001,"5,899.30","5,899.30","5,899.30","5,899.30",-1.30%
16/10/2001,"5,977.00","5,977.00","5,977.00","5,977.00",0.61%
15/10/2001,"5,940.50","5,940.50","5,940.50","5,940.50",-0.03%
12/10/2001,"5,942.20","5,942.20","5,942.20","5,942.20",-0.67%
11/10/2001,"5,982.50","5,982.50","5,982.50","5,982.50",1.06%
10/10/2001,"5,919.90","5,919.90","5,919.90","5,919.90",2.05%
09/10/2001,"5,801.10","5,801.10","5,801.10","5,801.10",-0.10%
08/10/2001,"5,806.70","5,806.70","5,806.70","5,806.70",-0.95%
05/10/2001,"5,862.10","5,862.10","5,862.10","5,862.10",-0.07%
04/10/2001,"5,866.10","5,866.10","5,866.10","5,866.10",-0.25%
03/10/2001,"5,880.60","5,880.60","5,880.60","5,880.60",1.34%
02/10/2001,"5,803.10","5,803.10","5,803.10","5,803.10",1.25%
01/10/2001,"5,731.50","5,731.50","5,731.50","5,731.50",-0.33%
28/09/2001,"5,750.40","5,750.40","5,750.40","5,750.40",2.17%
27/09/2001,"5,628.40","5,628.40","5,628.40","5,628.40",1.47%
26/09/2001,"5,546.60","5,546.60","5,546.60","5,546.60",-0.27%
25/09/2001,"5,561.70","5,561.70","5,561.70","5,561.70",0.88%
24/09/2001,"5,513.40","5,513.40","5,513.40","5,513.40",3.41%
21/09/2001,"5,331.40","5,331.40","5,331.40","5,331.40",-1.94%
20/09/2001,"5,436.60","5,436.60","5,436.60","5,436.60",-2.87%
19/09/2001,"5,597.50","5,597.50","5,597.50","5,597.50",-1.67%
18/09/2001,"5,692.60","5,692.60","5,692.60","5,692.60",-0.67%
17/09/2001,"5,730.90","5,730.90","5,730.90","5,730.90",-4.59%
10/09/2001,"6,006.70","6,006.70","6,006.70","6,006.70",0.34%
07/09/2001,"5,986.50","5,986.50","5,986.50","5,986.50",-1.93%
06/09/2001,"6,104.30","6,104.30","6,104.30","6,104.30",-1.90%
05/09/2001,"6,222.30","6,222.30","6,222.30","6,222.30",-0.18%
04/09/2001,"6,233.70","6,233.70","6,233.70","6,233.70",0.29%
31/08/2001,"6,215.70","6,215.70","6,215.70","6,215.70",0.30%
30/08/2001,"6,197.30","6,197.30","6,197.30","6,197.30",-1.25%
29/08/2001,"6,275.80","6,275.80","6,275.80","6,275.80",-0.89%
28/08/2001,"6,332.00","6,332.00","6,332.00","6,332.00",-1.17%
27/08/2001,"6,407.10","6,407.10","6,407.10","6,407.10",-0.43%
24/08/2001,"6,434.90","6,434.90","6,434.90","6,434.90",1.28%
23/08/2001,"6,353.60","6,353.60","6,353.60","6,353.60",-0.15%
22/08/2001,"6,362.90","6,362.90","6,362.90","6,362.90",0.51%
21/08/2001,"6,330.50","6,330.50","6,330.50","6,330.50",-0.74%
20/08/2001,"6,377.80","6,377.80","6,377.80","6,377.80",0.67%
17/08/2001,"6,335.60","6,335.60","6,335.60","6,335.60",-1.18%
16/08/2001,"6,411.50","6,411.50","6,411.50","6,411.50",0.08%
15/08/2001,"6,406.60","6,406.60","6,406.60","6,406.60",-0.27%
14/08/2001,"6,424.00","6,424.00","6,424.00","6,424.00",-0.08%
